,Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,Acmispon,AirCar,AnaArv,Athysanus,AveBar,Bare,,VicSat,BriMin,BroDia,BroHor,BroMad,BroSter,,CarPac,CenSol,CerGlo,ClaPer,ClaPur,CroSet,CynEch,,DaucPusil,,DicCap,ElyGla,EroBot,EroCic,,EupSpa,Filago,Filago (Unk),,GalApa,,GalPar,GerDis,,GerMol,Gopher,GreenFuzzy,,GreenSpiky,HyaGra,Hypericum,HypGla,HypRad,LacSer,LagMaj,LagMaj.1,LagMajor,LagMin,LagMinor,Lagophylla,Linthus,Linthus Sp.,LinBic,LinBic (Purple),LinPar,LolMul,Lomatium,Longawn Brome,Lotus,Lotus Hairy,Lotus Sp,Lotus Sp.,Lotus Sp. ,LotusHairy,LotusSp,Mad-esque,Mad-Esque,Madea,Madea-esque,Madea-Esque,MadSat,Medicago,varretia,vPub,Note,Oak,OakSeedling,Oligosperma,Ograceae,PetDub,Poop(DEER),Rock,Sherardia,SpikyHyp,SpkiyHypochaeris,Step,TaeCap,Torilis,TriBlue,TriDub,Trifolium,Trifolium (Unsure),TriHir,TriHya,TriLobe,TriLobed,Unk Grass,Unk Pin 4 plit petals,UnkAster,UnkGrass,UnkLargeAp.,UnkPink,Vicia (Sativa?),VicSat,VulMicro,VulMyu,WhiteFlower,WhiteLily,Yellow (Lagophylla),YellowApiaceae,YellowFlower
716,SFREC,5/7/2017,2,2,12,4,2,,2,,,,,,,1,,1,2,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,
717,SFREC,5/7/2017,2,2,13,5,2,,2,,,,,,,2,,,3,,,,,,,,,1,,,,,,,,,2,1,,,,,1,,,,,,,,,,5,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,2,,,,,,,,,,,,,,,,1,,,,,
718,SFREC,5/7/2017,2,2,14,6,2,,0,,,,,,,2,,,3,,,,,,,,,3,,,,,,,,,2,,,,,,1,,,,,,,,,,5,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,2,,,,,,,,,,,,1,,,,,
719,SFREC,5/7/2017,2,2,15,7,2,,2,,,,,,,2,,2,3,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,5,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,3,1,,,1,,,,2,,,,,,2,,,,,,,,,,,,,1,,,,,
720,SFREC,5/7/2017,2,2,16,8,2,,,,,,,,,2,,2,3,,,,,,,,,1,,,,,,,,,2,,,,,,1,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,2,,,,,,,,,,,,,,,,,
721,SFREC,5/7/2017,2,2,1,1,3,,2,,,,,,,2,,2,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,,,3,,,,,,,,,,,,,,2,,2,,,,,
722,SFREC,5/7/2017,2,2,2,2,3,,2,,,,,,,1,,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,2,,,,,,,,,,,,,,2,,,,,,,
723,SFREC,5/7/2017,2,2,3,3,3,,1,,,,,,,2,,2,2,,,1,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,,,3,,,2,,,,,,,,,,,,,,,,,,
724,SFREC,5/7/2017,2,2,4,4,3,,2,,,,2,,,,,2,3,,,2,,,,,,2,,,,,,,,,2,,,,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,1,,,,2,2,,3,,,2,,,,,,,,,,,2,,,,,,,
725,SFREC,5/7/2017,2,2,5,5,3,,2,,,,,,,2,,2,3,,,,,,,,,2,,,,,,,,,2,1,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,2,,3,,,2,,,,,,,,,,,2,,1,,,,,
726,SFREC,5/7/2017,2,2,6,6,3,,2,,,,,,,2,2,2,4,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,
727,SFREC,5/7/2017,2,2,7,7,3,,,,,,,,,2,,2,3,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,2,,,,,,4,,,,1,,,,2,,,2,,,3,,,,,,,,,,,,,2,,,,,
728,SFREC,5/7/2017,2,2,8,8,3,,1,,,,,,,3,,2,2,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,1,,,,,,3,,,,,,,,3,1,,2,,,3,,,,,,,,,,,,,2,,,,,
729,SFREC,5/7/2017,2,2,9,1,4,,3,,,,,,,1,,2,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,4,,,2,,,,,,,,,,,,,,,,,,
730,SFREC,5/7/2017,2,2,10,2,4,,3,,,,2,,,1,,2,2,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,3,,,2,,,,,,,,,,,1,,,,,,,
731,SFREC,5/7/2017,2,2,11,3,4,,,,,,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,1,,,,4,2,,3,,,,,,,,,,,,,,2,,,,,,,
732,SFREC,5/7/2017,2,2,12,4,4,,2,,,,,,,2,,1,2,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,1,,,,3,,,3,,,2,1,,,,,,,,,,,,,,,,,
733,SFREC,5/7/2017,2,2,13,5,4,,3,,,,,,,1,,2,3,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,,3,,,2,,,,,,,,,,,,,,,,,,
734,SFREC,5/7/2017,2,2,14,6,4,,,,,,,,,1,,3,3,,,2,,,,3,,2,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,2,1,,,,,,,3,2,,2,,,1,,,,,,,,,,,,,1,,,,,
735,SFREC,5/7/2017,2,2,15,7,4,,,,,,,,,1,,2,3,,,2,,,,2,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,4,3,,,,,2,,,,,,,,,,,,,2,,,,,
736,SFREC,5/7/2017,2,2,16,8,4,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,2,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,4,,,,,,2,2,,,,,,,,,,,,,,,,,
737,SFREC,5/7/2017,2,2,1,1,5,,3,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,2,,,,3,2,,4,,,2,1,,,,,,,,,,2,,,,,,,
738,SFREC,5/7/2017,2,2,2,2,5,,3,,,,,,,2,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,3,2,,4,,,2,,,,,,,,,,,1,,,,,,,
739,SFREC,5/7/2017,2,2,3,3,5,,,,,,,,,,,2,2,,,3,,,,2,,2,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,4,3,,2,,,,,,,,,,,,,,2,,,,,,,
740,SFREC,5/7/2017,2,2,4,4,5,,,,,,,,,2,,2,3,,,,,,,2,,2,,,,,,,,,2,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,2,,2,,,2,,,,,,,,,,,2,,1,,,,,
741,SFREC,5/7/2017,2,2,5,5,5,,1,,,,,,,2,,3,2,,,,,,,,,2,,,,,,,,,2,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,2,,3,,,2,,,,,,,,,,,,,,,,,,
742,SFREC,5/7/2017,2,2,6,6,5,,,,,,,,,2,,2,2,,,2,,,,3,,,,,,,,,,,2,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,4,3,,,,,1,,,,,,,,,,,2,,,,,,,
743,SFREC,5/7/2017,2,2,7,7,5,,1,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,3,2,,,,,2,,,,,,,,,,,,,,,,,,
744,SFREC,5/7/2017,2,2,8,8,5,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,4,3,,,,,2,,,,,,,,,,,,,,,,,,
745,SFREC,5/7/2017,2,2,9,1,6,,2,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,3,2,,4,,,1,,,,,,,,,,,,,,,,,,
746,SFREC,5/7/2017,2,2,10,2,6,,1,,,,,,,2,,2,1,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,3,3,,3,,,2,,,,,,,,,,,,,,,,,,
747,SFREC,5/7/2017,2,2,11,3,6,,1,,,,,,,2,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,3,2,,3,,,2,,,,,,,,,,,,,,,,,,
748,SFREC,5/7/2017,2,2,12,4,6,,,,,,,,,2,1,,,,,,,,,2,,2,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,4,2,,3,,,,,,,,,,,,,,,,,,,,,
749,SFREC,5/7/2017,2,2,13,5,6,,,,,,,,,2,,1,3,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,2,,2,,,2,,,,,,,,,,,,,,,,,,
750,SFREC,5/7/2017,2,2,14,6,6,,1,,,,,,,1,,3,2,,,,,,,2,,2,,,,,,,,,2,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,
751,SFREC,5/7/2017,2,2,15,7,6,,1,,,,,,,1,,2,2,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,3,,,,,2,,,,,,,,,,,,,,,,,,
752,SFREC,5/7/2017,2,2,16,8,6,,,,,,,,,1,,1,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,,,3,,,,1,,,,3,3,,,,,2,,,,,,,,,,,,,,,,,,
753,SFREC,5/7/2017,2,2,1,1,7,,2,,,,,,,2,,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,1,,4,,,,,,,,,,,,,,2,,,,,,,
754,SFREC,5/7/2017,2,2,2,2,7,,3,,,,,,,3,2,2,2,,,,,,,2,,2,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,3,2,,3,,,,,,,,,,,,,,,,,,,,,
755,SFREC,5/7/2017,2,2,3,3,7,,2,,,,,,,2,,1,2,,,,,,,2,,2,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,4,2,,3,,,2,,,,,,,,,,,,,,,,,,
756,SFREC,5/7/2017,2,2,4,4,7,,,,,,3,,,1,,2,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,3,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,1,,,,3,1,,,,,2,,,,,,,,,,,2,,2,,,,,
757,SFREC,5/7/2017,2,2,5,5,7,,1,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,3,,,4,,,,,,,,,,,,,,2,,,,,,,
758,SFREC,5/7/2017,2,2,6,6,7,,1,,,,,,,2,1,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,3,,,,,,,,,,,,,,,,2,,,,,
759,SFREC,5/7/2017,2,2,7,7,7,,,,,,,,,,2,2,2,,,3,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,3,,,2,,,,2,,,,,,,,,,,,,,,,,
760,SFREC,5/7/2017,2,2,8,8,7,,,,,,,,,,,2,1,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,,,2,,,2,,,,,,,,,,,2,,,,,,,
761,SFREC,5/7/2017,2,2,9,1,8,,3,,,,,,,2,,2,3,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,3,,,4,,,,,,,,,,,,,,,,3,,,,,
762,SFREC,5/7/2017,2,2,10,2,8,,3,,,,,,,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,3,2,,5,,,,,,,,,,,,,,,,,,,,,
763,SFREC,5/7/2017,2,2,11,3,8,,3,,,,,,,1,,2,2,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,1,,6,,,,,,,,,,,,,,,,2,,,,,
764,SFREC,5/7/2017,2,2,12,4,8,,1,,,,,,,1,,2,2,,,,,,,3,,2,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,5,,,,,,,,,,,,,,,,2,,,,,
765,SFREC,5/7/2017,2,2,13,5,8,,2,,,,,,,3,,2,3,,,,,,,2,,1,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,3,2,,5,,,,,,,,,,,,,,,,2,,,,,
766,SFREC,5/7/2017,2,2,14,6,8,,,,,,,,,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,2,,5,,,,,,,,,,,,,,2,,2,,,,,
767,SFREC,5/7/2017,2,2,15,7,8,,,,,,,,,,3,1,2,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,3,,,,2,,,,1,3,,4,,,,,,,,,,,,,,,,,,,,,
768,SFREC,5/7/2017,2,2,16,8,8,,,,,,,,,,,2,2,,,3,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,2,,4,,,,,,,,,,,,,,2,,1,,,,,
769,SFREC,5/9/2017,3,1,1,1,1,,2,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,
770,SFREC,5/9/2017,3,1,2,2,1,,3,,,,,,,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,
771,SFREC,5/9/2017,3,1,3,3,1,,3,,,,,,,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,2,,1,,,,,
772,SFREC,5/9/2017,3,1,4,4,1,,3,1,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,
773,SFREC,5/9/2017,3,1,5,5,1,,3,,,,,,,2,2,1,2,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
774,SFREC,5/9/2017,3,1,6,6,1,,3,,,,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,2,,2,,,,,
775,SFREC,5/9/2017,3,1,7,7,1,,2,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,,,,,,,1,,,,,,1,,,,,,,,,,,
776,SFREC,5/9/2017,3,1,8,8,1,,3,,,,,,,2,,2,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
777,SFREC,5/9/2017,3,1,9,1,2,,3,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
778,SFREC,5/9/2017,3,1,10,2,2,,3,,,,,,,3,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,,,,2,,,,,,1,,,,,,2,,,,,
779,SFREC,5/9/2017,3,1,11,3,2,,3,2,,,,,,2,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
780,SFREC,5/9/2017,3,1,12,4,2,,3,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,2,,,,,,,,,,,2,,,,,,,
781,SFREC,5/9/2017,3,1,13,5,2,,3,,,,,,,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
782,SFREC,5/9/2017,3,1,14,6,2,,4,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
783,SFREC,5/9/2017,3,1,15,7,2,,3,,,,,,,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,
784,SFREC,5/9/2017,3,1,16,8,2,,,,,,,,,,2,1,2,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,2,,,,,,,
785,SFREC,5/9/2017,3,1,1,1,3,,2,,,,,,,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,
786,SFREC,5/9/2017,3,1,2,2,3,,3,,,,,,,3,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,
787,SFREC,5/9/2017,3,1,3,3,3,,3,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,SFREC,5/9/2017,3,1,4,4,3,,3,,,,,,,2,3,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
789,SFREC,5/9/2017,3,1,5,5,3,,2,2,,1,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,
790,SFREC,5/9/2017,3,1,6,6,3,,2,,,,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,
791,SFREC,5/9/2017,3,1,7,7,3,,3,,,,,,,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,2,,,,,,,,,,,2,,,,,,,
792,SFREC,5/9/2017,3,1,8,8,3,,3,1,,,,,,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,2,,,,,,,,,,,2,,,,,,,
793,SFREC,5/9/2017,3,1,9,1,4,,3,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
794,SFREC,5/9/2017,3,1,10,2,4,,3,,,,,,,2,2,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,
795,SFREC,5/9/2017,3,1,11,3,4,,2,,,,,,,2,3,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,2,,,,,,,
796,SFREC,5/9/2017,3,1,12,4,4,,2,,,1,,,,2,2,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,SFREC,5/9/2017,3,1,13,5,4,,2,,,2,,,,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
798,SFREC,5/9/2017,3,1,14,6,4,,2,,,2,,,,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
799,SFREC,5/9/2017,3,1,15,7,4,,3,2,,2,,,,2,2,,3,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,
800,SFREC,5/9/2017,3,1,16,8,4,,3,,,1,,,,2,3,2,2,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,
801,SFREC,5/9/2017,3,1,1,1,5,,4,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,SFREC,5/9/2017,3,1,2,2,5,,2,,,,,,,2,2,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
803,SFREC,5/9/2017,3,1,3,3,5,,3,,,,,,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,
