,SiteName,BlockNo,PlotNo,Subplot.No,Subplot.X,Subplot.Y,X4.waygrass,achmol,aegtri,agohet,aircar,amsmen,anaarv,astragalus,avebar,avefat,bare,brimax,brimin,brocar,brodia,brohor,bromad,broster,calcil,callut,calpar,cardamine,carpac,casatt,cenmil,cenmil..not..,cerglo,clapur,collinsia,conarv,croset,cynech,daucpusil,delgra,delvar,diccap,dicmul,elygla,erobot,eupspa,filgal,galapa,galpar,gerdis,germol,greenbrush,hypgla,laccil,lacser,lagophylla,latsph,linbic,linpar,lolmul,lomatium,longawnbrome,lotmic,lotpur,lotus,lotwra,lupbic,luzcom,madgra,miccal,naspul,navpub,notago,oak,petdub,pink.cup.opposite,plalan,planot,poasecunda,purplecup,purpleflower,rancal,rock,sanbip,scapec,shearv,shieldseed,sidalcea,sisbel,taecap,thycur,torilis,trialbo,tribif,tricil,tridub,trieri,trifuc,trigra,trihir,trihya,trilax,trimicroceph,trimicrodon,triwhite,triwil,triwra,unkforb,unktar,vicsat,vicvil,vulmyu,whiterib,whorledtarweed,wood,zigadenus
1131,HREC,1,2,11,3,6,,,3,,,,,,1,,,5,,,,1,,,,,,,,,,,,1,,,,,,,,2,,,1,,,,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
1147,HREC,1,2,11,3,8,,,3,,,,,,,,,5,,,2,2,,,,,,,,,2,,,2,,,,,1,,,,,,,,,,1,1,,,,,,,2,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,
1100,HREC,1,2,12,4,2,,,2,,,,,,,,35,2,,,,3,,,,,,,,,,,,1,,,,,3,,,,,,2,,,,1,2,,,3,,,,1,,,,,,1,,,,1,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,
1116,HREC,1,2,12,4,4,,,3,,,,,,1,,,2,,,,3,,,,,,,,,1,,,2,,,,,2,,,,,,2,,,,,4,,,1,,,,1,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,1,2,,,,,,,,2,,,,,,,2,,,,,,
1132,HREC,1,2,12,4,6,,,3,,,,,,,,,4,,,,3,,,,,,,,,2,,,2,,,,,3,,,2,,,2,,,,,2,1,,1,,,,2,,1,,,,1,,,,1,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,
1148,HREC,1,2,12,4,8,,,3,,,,,,,,,5,,,1,3,,,,,,,,,1,,,2,,,,,2,,,,,,1,,,,,2,,,,,,,1,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,
1101,HREC,1,2,13,5,2,,,3,,,,,,,,15,2,,,,2,,,,,,,,,1,,,3,,,,,3,,,,,,2,,,,2,3,,,3,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,
1117,HREC,1,2,13,5,4,,,3,,,,,,,,,2,,,,2,,1,,,,,,,1,,,,,,,,2,,,1,,,1,,,,,3,,,1,,,,1,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
1133,HREC,1,2,13,5,6,,,3,,,,,,,,,1,,,,3,,,,,,,,,2,,,3,,,,,2,,,,,,3,,,,,2,1,,2,,,,1,,1,,,,2,,,,,,2,1,,,,,,,,,,,,,,,2,,,2,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
1149,HREC,1,2,13,5,8,,,,,,,,,1,,,4,,,3,5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,
1102,HREC,1,2,14,6,2,,,3,,,,,,,,3,3,,,,2,,,,,,,,,2,,,3,,,,,3,,,,,,,,,,2,2,,,2,,,,,,1,,,,2,,,,,,1,,,,,,,,,,,,,,,,2,,,2,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,
1118,HREC,1,2,14,6,4,,,4,,,,,,,,5,2,,,,2,,,,,,,,,1,,,2,,,,,2,,,,,,,,,,1,2,,,2,,,,1,,1,,,,,,,,,,2,,,,,,,,,,,,,,,1,2,,,,,,,1,,1,1,,,,,,,,,,,,,,,2,,,,,,
1134,HREC,1,2,14,6,6,,,2,,,,,,,,10,4,,,,3,,,,,,,,,3,,,2,,,,,2,,,,,,2,,,,2,2,,,2,,,,2,,,,,,2,,,,1,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
1150,HREC,1,2,14,6,8,,,,,,,,,,,,2,,,1,4,,,,,,,,,,,,1,,,,,4,,,1,,,2,,,,1,,,,,,,,1,,,,,,2,,,,1,,1,,,,,,,,,3,,,,,,,,,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
1103,HREC,1,2,15,7,2,,,2,,,,,,2,,4,2,,,,3,,,,,,,,,,,,2,,,,,4,,,,,,,,,,1,2,,,3,,,,,,1,,,,2,,,,2,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
1119,HREC,1,2,15,7,4,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,1,2,,,3,,,,,,,,,,2,,,1,1,,1,,,,,,,,,,,,,,,,2,,1,1,,,,,,,1,,,,,,,,2,,,,,,,2,,,,,,
1135,HREC,1,2,15,7,6,,,3,,,,,,,,,5,,,,3,,,,,,,,,,,,2,,,,,2,,,,,,,,,,1,1,,,2,,,,2,,,,,,1,,,2,1,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,
1151,HREC,1,2,15,7,8,,,2,,,,,,,,,2,,,,4,,,,,,,,,22,,,2,,,,,3,,,,,,2,,,,1,1,,,2,,,,2,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
1104,HREC,1,2,16,8,2,,,3,,,,,,,,,2,,,,3,,,,,,,,,,,,2,,,,,3,,,,,,1,,,,1,3,,,2,,,,,,,,,,2,,,,2,,2,,,,,,,,,,,,,,,,4,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
1120,HREC,1,2,16,8,4,,,4,,,,,,,,,2,,,,1,,,,,,,,,,,,2,,,,,2,,,,,,2,,,,1,2,,,3,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,
1136,HREC,1,2,16,8,6,,,3,,,,,,2,,50,4,,,,2,,,,,,,,,,,,3,,,,,2,,,,,,2,,,,1,,,,2,,,,2,,,,,,2,,,1,2,,1,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,2,,,,,,,1,,,,,,
1152,HREC,1,2,16,8,8,,,,,,,,,,,,2,,,,4,,,,,,,,,2,,,3,,,,,3,,,,,,2,,,,2,,,,4,,,,3,,,,,,1,,,,1,,1,,,,,,,,,2,,,,,,,3,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
1090,HREC,1,2,2,2,1,,,3,,,,,,,,,3,,,,3,,,,,,,2,,,,,3,,,,,4,,,,,,1,,,,,3,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,2,,,,2,,,2,,,,,,,,1,,,,,,,1,,,,,,
1106,HREC,1,2,2,2,3,,,3,,,,,,2,,8,2,,,,3,,,,,,,2,,,,,2,,,,,2,,,,,,,1,,,2,3,,,2,,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,
1122,HREC,1,2,2,2,5,,,4,,,,,,2,,,5,,,,2,,,,,,,,,1,,,2,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,3,,,,,,
1138,HREC,1,2,2,2,7,,,5,,,,,,,,,4,,,,2,,,,,,,,,2,,,2,,,,,,,,,,,1,,,,,2,,,2,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
1091,HREC,1,2,3,3,1,,,4,,,,,,,,10,4,,,,3,,,,,,,,,,,,2,,,,,2,,,,,,1,,,,2,2,,,1,,1,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,2,,,1,,,,,,,,1,,,,,,,2,,,,,,
1107,HREC,1,2,3,3,3,,,3,,,,,,3,,,2,,,,2,,,,,,,,,,,,1,,,,,3,,,,,,2,,,,,2,,,2,,,,1,,2,,,,1,,,,2,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,2,,,,,,,2,,,,,,
1123,HREC,1,2,3,3,5,,,3,,,,,,,,30,3,,,,2,,,,,,,,,2,,,2,,,,,3,,,,,,2,,,,,2,,,2,,,,1,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,
1139,HREC,1,2,3,3,7,,,3,,,,,,,,,4,,,,2,,,,,,,,,1,,,3,,,,,,,,,,,2,,,,1,2,,,2,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,
1092,HREC,1,2,4,4,1,,,4,,,,,,,,3,3,,,2,2,,,,,,,,,,,,2,,,,,3,,,,,,1,,,,1,2,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,1,2,,,,,,,,,,,,,,,2,,,,,,
1108,HREC,1,2,4,4,3,,,3,,,,,,2,,20,2,,,,3,,,,,,,,,,,,1,,,,,3,,,,,,1,,,,,2,2,,2,,,,,,,,,,,,,,2,,2,1,,,,,,,,,,,,,,,3,,,,,,,2,,,1,,,,,,,,1,,,,,,,1,,,,,,
1124,HREC,1,2,4,4,5,,,3,,,,,,,,20,4,1,,,2,,,,,,,,,3,,,2,,,,,2,,,,,,,,,,2,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,2,,,,,,,,2,,,,,,,2,,,,,,
1140,HREC,1,2,4,4,7,,,3,,,,,,1,,,4,,,2,3,,,,,,,,,2,,,2,,,,,2,,,,,,2,,,,1,1,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,
1093,HREC,1,2,5,5,1,,,3,,,,,,2,,,4,,,,2,,,,,,,,,2,,,2,,,,,4,,,,,,1,,,,1,3,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,1,,,,,,,1,,,,,,,,3,,,,,,,2,,,,,,
1109,HREC,1,2,5,5,3,,,4,,,,,,1,,,3,,,,2,,,,,,,,,,,,2,,,,,3,,,,,,2,,,,,1,,,2,,,,,,,,,,1,,,,1,,2,,,,,,,,,1,,,,,,,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
1125,HREC,1,2,5,5,5,,,2,,,,,,,,10,3,,,,2,,,,,,,,,2,,,2,,,,,2,,,,,,1,,,,1,2,,,,,,,1,,,,,,1,,,,2,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,
1141,HREC,1,2,5,5,7,,,2,,,,,,1,,,4,,,2,3,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,1,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
1094,HREC,1,2,6,6,1,,,3,,,,,,,,,3,,,2,2,,,,,,,2,,2,,,3,,,,,2,,,,,,1,,,,1,2,,,2,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,1,2,,,,,,2,,,,,,,,,,,,,,,2,,,,,,
1110,HREC,1,2,6,6,3,,,3,,,,,,2,,3,3,,,,2,,,1,,,,,,,,,2,,,,,3,,,,,,,,,,1,2,,,4,,,,,,,,,,1,,,,,,2,3,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,2,,,,,,,1,,,,,,
1126,HREC,1,2,6,6,5,,,3,,,,,1,,,40,4,,,,2,,,,,,,,,,,,2,,,,,2,,,,,,,,,,1,2,,,1,,,,,,,,,,2,,,,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,1,1,,,,,,,,1,,,,,,,2,,,,,,
1142,HREC,1,2,6,6,7,,,3,,,,,,,,,4,,,1,3,,,,,,,,,2,,,2,,,,,3,,,,,,1,,,,1,,,,2,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1095,HREC,1,2,7,7,1,,,2,,,,,,1,,8,4,,,,2,,,,,,,,,3,,,3,,,,,4,,,,,,1,,,,,2,,,1,,,,,,1,,,,,,,,2,,2,2,,,,,,,,2,,,,,,,4,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1111,HREC,1,2,7,7,3,,,4,,,,,,,,10,2,,,,3,,,,,,,,,1,,,3,,,,,2,,,,,,,,,,,,,,3,,,,1,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1127,HREC,1,2,7,7,5,,,2,,,,,,1,,,3,,,,2,,,,,,,,,2,,,3,,,,,3,,,,,,2,,,,1,1,,,2,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,2,,,1,,,,,,,,2,,,,,,,2,,,,,,
1143,HREC,1,2,7,7,7,,,1,,,,,,,,10,3,,,,4,,,,,,,,,2,,,2,,,,,2,,,1,,,2,,,,1,,,,3,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,,,,
1096,HREC,1,2,8,8,1,,,4,,,,,,1,,25,2,,,,3,,2,,,,,,,2,,,3,,,,,3,,,,,,,,,,1,2,,,2,,,,,,,,,,1,,,,,,2,,,,,,,,,2,,,,,,,3,,,1,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,
1112,HREC,1,2,8,8,3,,,4,,,,,,,,,2,,,,3,,,,,,,,,,,,4,,,,,3,,,,,,1,,,,1,2,,,3,,,,1,,1,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
1128,HREC,1,2,8,8,5,,,3,,,,,,2,,7,2,,,,2,,,,,,,,,,,,3,,,,,2,,,,,,1,,,,1,1,,,3,,,,2,,1,,,,2,,,2,1,,2,1,,,,,,,,,,,,,,2,2,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,
1144,HREC,1,2,8,8,7,,,,,,,1,,2,,,5,,,1,3,,,,,,,,,2,,,3,,,,,2,,,,,,2,,,,1,,,,3,,,,2,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,
1097,HREC,1,2,9,1,2,,,2,,,,,,3,,,2,,,,4,,,,,,,,,2,,,2,,,,,3,,,1,,,1,,,,1,3,,,4,,,,,,,,,,,,,,1,,2,,,,,,,,,2,,,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
1113,HREC,1,2,9,1,4,,,4,,,,,,1,,8,5,,,,3,,,,,,,,,2,,,2,,,,,,,,,,,2,1,,,,3,,,,,,,1,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,
1129,HREC,1,2,9,1,6,,,4,,,,,,2,,,5,,,,2,,,,,,,,,2,,,2,,,,,2,,,,,,,1,,,,2,1,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,
1145,HREC,1,2,9,1,8,,,3,,,,,,1,,15,4,,,,3,,,,,,,,,,,,4,,,,,2,,,,,,1,1,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,
1153,HREC,2,1,1,1,1,,,2,,,,,,2,,,5,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,
1169,HREC,2,1,1,1,3,,,4,,,,,,2,,,4,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,
1185,HREC,2,1,1,1,5,,,,,,,,,1,,,5,,,2,3,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,
1201,HREC,2,1,1,1,7,,,,,,,,,1,,,5,,,2,2,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,2,,,1,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,
1162,HREC,2,1,10,2,2,,,3,,,,,,1,,,4,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,
1178,HREC,2,1,10,2,4,,,2,,,,,,2,,,4,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,,,3,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,2,,,,,,,2,,,,,,
1194,HREC,2,1,10,2,6,,,,,,,,,2,,,5,,,2,3,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,2,,,,,,,1,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,
1210,HREC,2,1,10,2,8,,,2,,,,,,,,,4,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,
1163,HREC,2,1,11,3,2,,,4,,,,,,2,,,4,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,2,,,,,,
1179,HREC,2,1,11,3,4,,,2,,,,,,1,,,4,,,4,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,2,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,3,,,,,,
1195,HREC,2,1,11,3,6,,,2,,,,,,1,,,4,,,3,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,
1211,HREC,2,1,11,3,8,,,,,,,,,1,,,4,,,3,3,,,,,,,2,,1,,,,,,,,1,,,,,,1,,,,1,2,,,2,,,,1,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,
1164,HREC,2,1,12,4,2,,,2,,,,,,2,,,3,,,3,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,3,,,,,,,,,,,,,1,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,
1180,HREC,2,1,12,4,4,,,2,,,,,,1,,,4,,,3,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,3,,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,3,,,,,,
1196,HREC,2,1,12,4,6,,,5,,,,,,1,,,2,,,2,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,
1212,HREC,2,1,12,4,8,,,,,,,,,1,,,5,,,2,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,,3,,,,1,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,
1165,HREC,2,1,13,5,2,,,2,,,1,,,2,,,2,,,3,4,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,4,,,2,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,
1181,HREC,2,1,13,5,4,,,1,,,1,,,2,,,4,,,3,3,,2,,,,,3,,,,,,,,,,2,,,1,,3,,,,,1,3,,,2,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,,,,,,,,,,,,,,,2,,,,,,
1197,HREC,2,1,13,5,6,,,3,,,,,,2,,,3,,,2,3,,,,,,,2,,,,,,,,,,1,,,,,2,1,,,,1,3,,,3,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,
1213,HREC,2,1,13,5,8,,,2,,,,,,1,,,4,,,2,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,
1166,HREC,2,1,14,6,2,,,,,,,,,4,,,2,,,4,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,3,,,2,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,
1182,HREC,2,1,14,6,4,,,,,,,,,3,,,3,,,2,2,,,,,,,3,,,,,,,,,,1,,,,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,2,,,,,,
1198,HREC,2,1,14,6,6,,,,,,,1,,2,,4,3,,,,2,,,,,,,3,,2,,,,,,,,3,,,,,,,,,,1,2,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,
1214,HREC,2,1,14,6,8,,,3,,,,,,2,,,4,,,2,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,1,2,,,2,,,,1,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,2,,,,,,
1167,HREC,2,1,15,7,2,,,2,,,,,,2,,,2,,,4,2,,,,,,,2,,,,,2,,,,,3,,,,,2,,,,,1,4,,,2,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,2,,,,,,
1183,HREC,2,1,15,7,4,,,,,,,,,2,,,2,,,4,1,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,
1199,HREC,2,1,15,7,6,,,3,,,,,,3,,,3,,,3,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,2,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,3,,,,,,
1215,HREC,2,1,15,7,8,,,3,,,,,,1,,,4,,,1,2,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,
1168,HREC,2,1,16,8,2,,,1,,,,,,2,,,2,,,3,2,,,,,,,2,,,,,1,,,,1,3,,,,,,,,,,2,2,,,2,,,,,,,,,,1,,,,3,,2,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,2,,,,,,,,,,2,,,,,,
1184,HREC,2,1,16,8,4,,,2,,,,,,1,,,4,,,3,2,,2,,,,,2,,,,,,,,,,1,,,,,3,,,,,2,3,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,3,,,,,,
1200,HREC,2,1,16,8,6,,,2,,,,,,2,,,4,,,2,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,2,,,,,,,,,,3,,,,,,
1216,HREC,2,1,16,8,8,,,4,,,,,,1,,,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,2,,,,,,
1154,HREC,2,1,2,2,1,,,4,,,,,,,,,5,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
1170,HREC,2,1,2,2,3,,,3,,,,,,2,,,4,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,3,,,,,,
1186,HREC,2,1,2,2,5,,,,,,,,,2,,,5,,,3,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,2,,,,,,
1202,HREC,2,1,2,2,7,,,,,,,,,1,,,5,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,2,,,,,,
1155,HREC,2,1,3,3,1,,,4,,,,,,,,,5,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,
1171,HREC,2,1,3,3,3,,,2,,,,,,1,,,4,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,2,,,,,,
1187,HREC,2,1,3,3,5,,,1,,,,,,1,,,4,,,3,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,1,,,1,,,,1,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,2,,,,,,
1203,HREC,2,1,3,3,7,,,,,,,,,1,,,5,,,3,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,2,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,
