Row,Site,SiteNo,PlotNo,SubplotNo,SubplotRes,X,Y,BroDia,BroHor,TaeCap,CynEch,BroMad,LolMul,GalPar,MadSat,HypGla,GerDis,Lotus,Torilis,Bare,VulMyu,CroSet,VicSat,Clarkia,CarPac,DicCap,Centaurea,Solidago,MadSat,Gopher,Sidalcea,LacSer,BriMin,Asclepias,UnkForb(Cerastium?),Tritileia,CovDis,BranchedTarweed,EupSpa,WhiteGlume,Erodium,SoftThistle,AgoHet,RumCri,AnaArv,TriDub,TriHir,AchMil,AirCar,PetDub,TritileiaBlue,TriMicro,LinCil,GerDis,AveBar
342,SFREC,3,7,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
343,SFREC,3,7,1,1,1,2,3,3,3,2,,2,2,4,4,,3,4,2,,,2,,,,,,,2,,,,,,,,,,,,,2,,,,1,,2,1,,,,,
344,SFREC,3,7,1,0.5,1,1,3,3,3,2,,2,1,4,4,,2,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
345,SFREC,3,7,1,0.25,1,1,2,3,2,1,,,1,3,4,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,SFREC,3,7,2,0.25,2,2,2,3,3,1,,,1,4,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
347,SFREC,3,7,2,0.5,1,2,2,3,2,2,,1,1,3,4,,2,,3,,,1,,,,,,,3,,,,,,,,,,,,,2,,,,1,,,1,,,,,
348,SFREC,3,7,3,0.25,1,1,2,3,2,,,1,1,3,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,
349,SFREC,3,7,4,0.25,1,2,2,3,2,2,,1,1,4,2,,2,,1,,,2,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,
350,SFREC,3,7,2,1,2,1,2,3,2,2,,2,2,4,3,,2,3,2,1,,2,3,,,,,,2,,,,,,,,,2,,1,,2,,,,1,,,2,,,,,
351,SFREC,3,7,3,0.5,2,1,3,2,,2,,2,2,4,3,,2,2,2,1,,1,3,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,
352,SFREC,3,7,5,0.25,1,1,1,2,,,,2,1,4,3,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,
353,SFREC,3,7,6,0.25,2,1,2,2,,1,,2,2,4,3,,,2,,,,1,3,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,
354,SFREC,3,7,4,0.5,2,2,2,3,2,,,2,2,3,3,,2,2,,,,3,2,,,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,
355,SFREC,3,7,7,0.25,1,2,2,3,2,,,2,1,3,3,,3,1,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
356,SFREC,3,7,8,0.25,2,2,,3,2,,,,1,3,3,,,3,,,,2,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
357,SFREC,3,8,1,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,
358,SFREC,3,8,1,1,1,2,2,3,4,2,,2,1,3,3,,3,3,,1,1,2,2,,,,,,,,,,,,,,,2,,,,2,,,,,1,2,,,,,,
359,SFREC,3,8,1,0.5,1,1,2,3,3,2,,2,1,3,2,,1,2,,1,1,2,1,,,,,,,,,,,,,,,2,,,,2,,,,,1,1,,,,,,
360,SFREC,3,8,1,0.25,1,2,2,3,3,1,,1,,2,3,,,3,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
361,SFREC,3,8,2,0.25,2,2,1,3,3,,,1,,2,2,,,2,,1,,2,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,
362,SFREC,3,8,2,0.5,2,1,2,3,4,,,,1,3,2,,3,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,
363,SFREC,3,8,3,0.25,1,1,2,3,3,,,,,3,3,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,
364,SFREC,3,8,4,0.25,2,2,1,4,4,,,,,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
365,SFREC,3,8,2,1,2,2,3,3,4,2,,2,1,3,4,,2,3,,2,2,3,2,,,,,,,,,,,,,,,2,,,,1,,,,,1,,,,,2,,
366,SFREC,3,8,3,0.5,1,2,1,3,3,1,,2,,3,4,,2,2,,1,,2,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,1,,
367,SFREC,3,8,5,0.25,1,2,1,3,3,,,2,,2,3,,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
368,SFREC,3,8,6,0.25,2,1,,3,3,2,,2,,3,4,,,2,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,
369,SFREC,3,8,4,0.5,2,1,2,3,4,1,,1,1,3,3,,2,3,,1,2,2,2,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,2,,
370,SFREC,3,8,7,0.25,1,2,1,3,4,1,,1,1,2,3,,,3,,1,1,3,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,
371,SFREC,3,8,8,0.25,2,1,2,3,3,,,1,1,2,3,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,
372,SFREC,3,8,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
373,SFREC,4,1,1,2,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,SFREC,4,1,1,1,2,1,2,2,3,2,,4,2,3,3,,,2,2,1,1,2,1,1,,,,,2,,,,,,1,,,2,,,,1,,,3,,,,1,,,,,
375,SFREC,4,1,1,0.5,1,1,1,2,3,1,,3,2,3,3,,,,,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,
376,SFREC,4,1,1,0.25,1,1,,2,2,,,3,2,2,3,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
377,SFREC,4,1,2,0.25,2,2,,2,2,2,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
378,SFREC,4,1,2,0.5,2,1,1,2,3,,,4,2,2,3,,,1,3,,1,2,1,,,,,,3,,,,,,,,,1,,,,2,,,3,,,,1,,,,,
379,SFREC,4,1,3,0.25,1,2,1,2,2,,,3,2,2,3,,,,2,,,2,,,,,,,2,,,,,,,,,,,,,1,,,3,,,,1,,,,,
380,SFREC,4,1,4,0.25,2,1,,2,1,,,4,1,2,3,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,
381,SFREC,4,1,2,1,2,2,3,2,4,2,,3,2,2,3,,,2,3,,2,2,,1,,,,,3,,,,,,,,2,1,2,,,,,,1,,,,,,,,,
382,SFREC,4,1,3,0.5,1,1,3,2,3,1,,2,2,,2,,,1,,,2,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
383,SFREC,4,1,5,0.25,2,1,3,2,3,,,2,1,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,SFREC,4,1,6,0.25,2,2,3,1,2,,,2,3,,2,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
385,SFREC,4,1,4,0.5,2,1,2,2,4,,,3,2,2,3,,,2,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
386,SFREC,4,1,7,0.25,1,2,2,1,3,,,2,2,2,2,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
387,SFREC,4,1,8,0.25,2,1,2,2,4,,,3,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,SFREC,4,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
389,SFREC,4,2,1,1,1,2,3,2,2,2,,2,1,4,4,,2,2,3,1,2,2,,2,,,,,3,,,,,,,,1,1,,,,2,,,,,,,1,,,,2,
390,SFREC,4,2,1,0.5,1,1,2,1,1,2,,1,1,4,4,,2,2,,,,2,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,
391,SFREC,4,2,1,0.25,1,2,2,,1,1,,1,1,4,4,,,2,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
392,SFREC,4,2,2,0.25,2,2,2,1,,,,1,1,4,4,,,1,,,,2,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
393,SFREC,4,2,2,0.5,2,1,3,2,2,2,,2,1,4,4,,,1,4,1,2,2,,1,,,,,4,,,,,,,,1,2,,,,1,,,,,,,1,,,,2,
394,SFREC,4,2,3,0.25,1,1,2,2,1,2,,,1,4,4,,,,4,,1,2,,,,,,,4,,,,,,,,,1,,,,1,,,,,,,,,,,1,
395,SFREC,4,2,4,0.25,1,2,3,2,2,1,,2,,4,3,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
396,SFREC,4,2,2,1,2,2,2,2,1,2,,2,1,4,5,,1,1,3,1,2,1,2,,,,,,3,,,1,,,1,,2,1,2,,,2,,,,,,,2,,,,,
397,SFREC,4,2,3,0.5,2,1,,1,,1,,2,1,4,5,,,,2,,,,2,,,,,,,,,1,,,1,,,1,2,,,2,,,,,,,3,,,,,
398,SFREC,4,2,5,0.25,1,1,,,,1,,2,,4,4,,,,,,,,,,,,,,,,,1,,,,,,1,2,,,2,,,,,,,3,,,,,
399,SFREC,4,2,6,0.25,1,2,,,,,,1,,3,4,,,,,,,,2,,,,,,,,,,,,,,,,2,,,2,,,,,,,2,,,,,
400,SFREC,4,2,4,0.5,2,2,2,2,1,2,,2,1,4,4,,,,4,,1,1,1,,,,,,3,,,,,,,,,,2,,,2,,,,,,,2,,,,,
401,SFREC,4,2,7,0.25,2,1,,2,1,1,,2,,3,4,,,,4,,1,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,2,,,,,
402,SFREC,4,2,8,0.25,2,2,2,1,,2,,1,,4,3,,,,3,,,2,,,,,,,3,,,,,,,,,,1,,,2,,,,,,,1,,,,,
403,SFREC,4,2,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,SFREC,4,3,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,
405,SFREC,4,3,1,1,1,1,2,3,3,1,,2,1,3,4,,1,2,,2,,2,,,,,,,,,,,,,1,,,1,1,,,2,,,,,,1,2,,,,2,
406,SFREC,4,3,1,0.5,2,1,1,3,3,1,,2,1,2,4,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,1,
407,SFREC,4,3,1,0.25,1,1,,2,2,1,,2,1,2,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,
408,SFREC,4,3,2,0.25,1,2,1,3,2,,,2,1,2,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
409,SFREC,4,3,2,0.5,2,2,2,3,2,2,,2,1,3,4,,1,1,,2,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,,,1,
410,SFREC,4,3,3,0.25,1,1,1,3,3,,,2,1,3,3,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,
411,SFREC,4,3,4,0.25,1,2,2,3,2,,,1,1,4,4,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
412,SFREC,4,3,2,1,2,1,2,3,3,2,,1,1,3,5,,1,1,2,,,2,1,1,,,,,,,,,,,,,1,,,,,3,,,,,,1,2,,,,,
413,SFREC,4,3,3,0.5,1,1,2,3,3,1,,,1,3,5,,1,1,,,,2,,,,,,,,,,,,,,,2,,,,,2,,,,,,1,2,,,,,
414,SFREC,4,3,5,0.25,2,1,2,3,2,,,,1,2,4,,,,,,,2,,,,,,,,,,,,,,,2,,,,,2,,,,,,,2,,,,,
415,SFREC,4,3,6,0.25,1,2,,2,2,,,,1,2,5,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
416,SFREC,4,3,4,0.5,1,2,,3,2,2,,1,,3,4,,2,,2,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,
417,SFREC,4,3,7,0.25,2,1,,3,2,,,1,,2,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
418,SFREC,4,3,8,0.25,2,2,,3,,1,,,,2,4,,2,,2,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,
419,SFREC,4,4,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,SFREC,4,4,1,1,1,2,4,2,3,1,,,2,4,,,1,3,,,,3,1,2,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,3,
421,SFREC,4,4,1,0.5,1,1,4,2,3,,,,2,4,,,2,3,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
422,SFREC,4,4,1,0.25,1,1,3,2,2,,,,1,4,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
423,SFREC,4,4,2,0.25,1,2,4,2,2,,,,2,4,,,,2,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
424,SFREC,4,4,2,0.5,2,2,3,2,2,,,,2,4,,,,3,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
425,SFREC,4,4,3,0.25,1,2,3,1,2,,,,2,4,,,,3,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
426,SFREC,4,4,4,0.25,2,1,2,2,,,,,2,4,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
427,SFREC,4,4,2,1,2,2,3,4,2,1,,,2,4,,,1,2,,1,,2,1,1,,,,,,,,,,,,,,,,,,2,,,2,2,,,2,,,,3,
428,SFREC,4,4,3,0.5,1,1,3,3,2,,,,2,4,,,2,2,,1,,2,,1,,,,,,,,,,,,,,,,,,2,,,2,,,,2,,,,3,
429,SFREC,4,4,5,0.25,1,1,3,3,2,,,,1,4,,,,2,,1,,2,,,,,,,,,,,,,,,,,,,,2,,,2,,,,1,,,,3,
430,SFREC,4,4,6,0.25,1,2,2,2,,,,,2,4,,,,2,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,3,
431,SFREC,4,4,4,0.5,2,2,4,3,2,1,,,2,3,,,,3,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,3,
432,SFREC,4,4,7,0.25,1,2,3,4,,2,,,1,3,,,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,
433,SFREC,4,4,8,0.25,2,2,4,2,,,,,2,4,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,3,
434,SFREC,4,4,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,SFREC,4,5,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,SFREC,4,5,1,1,1,2,2,2,4,2,,3,1,3,2,,3,2,,,,2,2,,,,,,,,,,,,1,,,2,,,,,,,,1,,,,,,,2,
437,SFREC,4,5,1,0.5,1,2,2,3,4,2,,2,1,2,,,2,2,,,,2,,,,,,,,,,,,,1,,,2,,,,,,,,1,,,,,,,,
438,SFREC,4,5,1,0.25,1,1,1,3,4,1,,2,,2,,,2,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
439,SFREC,4,5,2,0.25,1,2,1,3,3,1,,2,,2,,,,2,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
440,SFREC,4,5,2,0.5,2,2,1,2,4,2,,3,1,3,,,2,2,,,,2,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,
441,SFREC,4,5,3,0.25,2,1,1,2,4,1,,3,1,3,,,2,2,,,,2,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
442,SFREC,4,5,4,0.25,2,2,,2,4,1,,3,,3,,,,2,,,,2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,
443,SFREC,4,5,2,1,2,2,2,3,3,2,,3,1,3,2,,3,2,,,2,2,1,,,,,,,,1,1,,,,,,2,,,,,,,,,,,2,1,,,1,
444,SFREC,4,5,3,0.5,1,2,1,3,3,2,,3,1,2,1,,2,2,,,1,2,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,1,
445,SFREC,4,5,5,0.25,1,1,1,3,2,2,,3,1,2,2,,2,1,,,,2,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
446,SFREC,4,5,6,0.25,1,2,1,3,3,,,3,1,,,,3,1,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,
447,SFREC,4,5,4,0.5,2,1,1,3,3,1,,2,1,3,1,,3,3,,,2,2,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,
448,SFREC,4,5,7,0.25,1,2,1,3,3,1,,1,1,3,1,,3,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,SFREC,4,5,8,0.25,2,2,,3,3,,,2,,4,,,3,3,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,2,,,,1,
450,SFREC,4,6,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
451,SFREC,4,6,1,1,1,2,2,2,3,1,,,1,3,4,,2,2,,2,2,2,,1,,,,,,,,1,,,,,,,,,,2,,,2,,,,1,,,,1,
452,SFREC,4,6,1,0.5,1,2,2,2,2,1,,,1,4,5,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,1,
453,SFREC,4,6,1,0.25,1,1,2,1,2,,,,,4,5,,,2,,1,,2,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,
454,SFREC,4,6,2,0.25,2,1,,1,2,,,,1,3,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
455,SFREC,4,6,2,0.5,2,2,2,2,3,1,,,1,3,4,,2,,,3,2,2,,,,,,,,,,1,,,,,,,,,,2,,,1,,,,1,,,,,
456,SFREC,4,6,3,0.25,2,1,2,2,3,1,,,1,3,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,1,,,,,
457,SFREC,4,6,4,0.25,2,2,2,2,3,,,,1,2,4,,2,,,3,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
458,SFREC,4,6,2,1,2,2,4,3,4,2,,2,1,4,3,,2,2,,1,2,2,1,,,,,,,,,,,,1,,,1,,,,2,,,2,,,1,1,,,,,
459,SFREC,4,6,3,0.5,2,1,3,3,3,2,,2,1,4,3,,3,2,,,1,2,2,,,,,,,,,,,,1,,,,,,,2,,,1,,,,1,,,,,
460,SFREC,4,6,5,0.25,1,1,3,1,3,2,,,1,3,3,,3,2,,,2,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,
461,SFREC,4,6,6,0.25,1,2,3,1,2,2,,,,4,3,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
462,SFREC,4,6,4,0.5,2,2,3,3,2,2,,1,1,3,3,,,2,,1,,1,,,,,,,,,,,,,,,,1,,,,1,,,2,,,1,1,,,,,
463,SFREC,4,6,7,0.25,1,1,2,2,1,2,,1,1,4,3,,,2,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,,,1,,,,,,
464,SFREC,4,6,8,0.25,1,2,2,2,2,2,,,1,3,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,2,,,,1,,,,,
465,SFREC,4,6,1,4,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
466,SFREC,4,7,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
467,SFREC,4,7,1,1,1,2,2,3,3,2,,2,1,3,4,,2,2,,,,2,2,,,,,,,,,,,,,,,,1,,,3,,,2,,1,1,2,,,,,
468,SFREC,4,7,1,0.5,1,1,2,3,3,2,,1,1,3,4,,1,2,,,,2,2,,,,,,,,,,,,,,,,1,,,3,,,,,1,,2,,,,,
469,SFREC,4,7,1,0.25,1,1,2,3,2,1,,1,1,2,4,,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,
470,SFREC,4,7,2,0.25,2,2,1,3,1,,,2,1,2,4,,,,,,,,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,,1,,,,,
471,SFREC,4,7,2,0.5,1,2,2,3,3,2,,2,1,3,4,,2,2,,,,2,2,,,,,,,,,,,,,,,,,,,3,,,2,,,2,2,,,,,
472,SFREC,4,7,3,0.25,1,1,2,3,2,2,,1,1,3,4,,1,1,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,2,1,,,,,
473,SFREC,4,7,4,0.25,1,2,,3,2,,,1,1,3,4,,,1,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,2,2,,,,,
474,SFREC,4,7,2,1,2,1,3,3,4,2,,2,1,3,4,,2,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,3,,,,,,,2,,,,1,
475,SFREC,4,7,3,0.5,2,1,3,3,4,2,,2,1,4,4,,1,1,,1,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,
476,SFREC,4,7,5,0.25,1,1,2,3,3,1,,1,,4,5,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
477,SFREC,4,7,6,0.25,2,1,3,3,4,2,,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
478,SFREC,4,7,4,0.5,2,2,2,3,3,2,,2,1,3,4,,2,,3,,1,2,2,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,
479,SFREC,4,7,7,0.25,1,2,2,3,2,1,,2,1,3,4,,,,3,,2,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,
480,SFREC,4,7,8,0.25,2,2,1,3,3,1,,2,1,3,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,
481,SFREC,4,8,1,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
482,SFREC,4,8,1,1,1,2,1,3,3,2,,1,1,4,4,,2,2,2,,,2,,,,,,,,,,1,,,1,,,,,,,3,,,1,2,,,,,,,1,
483,SFREC,4,8,1,0.5,1,1,,3,3,2,,1,1,3,4,,,2,,,,1,,,,,,,,,,1,,,,,,,,,,3,,,1,1,,,,,,,1,
484,SFREC,4,8,1,0.25,1,2,,3,,2,,,1,4,4,,,2,,,,1,,,,,,,,,,,,,,,,,,,,2,,,1,2,,,,,,,1,
485,SFREC,4,8,2,0.25,2,2,,2,2,2,,,,3,5,,,2,,,,,,,,,,,,,,1,,,,,,,,,,3,,,1,,,,,,,,,
486,SFREC,4,8,2,0.5,2,1,,2,3,2,,,1,3,4,,,1,3,,,1,,,,,,,,,,1,,,1,,,,,,,3,,,,2,,,,,,,,
487,SFREC,4,8,3,0.25,1,1,,2,2,2,,,,3,4,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,3,,,,2,,,,,,,,
488,SFREC,4,8,4,0.25,2,2,,2,3,1,,,,3,4,,,1,3,,,2,,,,,,,,,,1,,,,,,,,,,3,,,,2,,,,,,,,
489,SFREC,4,8,2,1,2,2,2,3,4,2,,1,2,3,3,,,1,2,1,,2,,1,,,,,,,,,,,1,,,2,,,,3,,,2,2,1,2,2,2,,,2,
490,SFREC,4,8,3,0.5,1,2,2,3,4,2,,,2,2,3,,,1,,1,,2,,,,,,,,,,,,,,,,2,,,,2,,,2,1,1,,1,1,,,2,
491,SFREC,4,8,5,0.25,1,2,,2,4,2,,,2,3,1,,,1,,1,,2,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,2,
492,SFREC,4,8,6,0.25,2,1,2,3,3,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,1,
493,SFREC,4,8,4,0.5,2,1,1,2,4,1,,1,1,3,3,,,,2,,,1,,,,,,,,,,,,,1,,,,,,,3,,,,2,,2,2,,,,,
494,SFREC,4,8,7,0.25,1,2,1,2,4,,,1,1,2,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,2,,2,,,,,,
495,SFREC,4,8,8,0.25,2,1,,2,4,,,,1,3,3,,,,3,,,2,,,,,,,,,,,,,,,,,,,,3,,,,2,,2,2,,,,,
496,SFREC,4,8,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
