"index","AcmWra","AnaArv","Asclepias","CenSol","CroSet","HemCon","HolVir","LacSer","LotWra","NotRanunc","TaeCap","UnkApiaceae","Unknown","UnkTarweed..CenMil..","VicSat","AgoHet","AirCar","Bare","BriMin","BroDia","BroHor","CynEch","DicCap","Erodium","GalPar","GerDis","HypGla","LinCil","Lotus","MadSat","TriHir","ClaPur","Lupinus","MicCal","Ranunculus","SisBel","TriCro","TriDon","Torilis","Centaurea","Gopher","Sidalcea","AchMil","AveBar","LolMul","TriDub","VulMyu","AveFat","CerGlo","GasVen","Wyethia","LinBic","NotMadia","PlaNot","SilGal","TriEri","TriFuc","TriGra","TriAes","TriWil","UnkForb","WhiteBrush","BroMad","Clarkia","CarPac","Solidago","MadSat.1","UnkForb.Cerastium..","Tritileia","CovDis","BranchedTarweed","EupSpa","WhiteGlume","SoftThistle","RumCri","PetDub","TritileiaBlue","TriMicro","GerDis.1","BriMaj","StiPul","Lathyrus","LinPar","TriRef","TriWra","TriPlate","TriWild","BroSterilis","GalApa","YellowMint","NotRanunculus","Unk.Forb","AegTri","Rock","GerMol"
746,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,15,15,"0",0,15,0,0,15,0.5,0,15,0,0,62.5,0,0,15,0.5,0,0.5,0,15,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,0,0.5,0,0,0,0,15,0,0,0,15,0,0,0,0,0.5,15,15,"0.5",0,15,0,0,15,15,0,37.5,15,15,15,0,0,37.5,0.5,0,0,0,37.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0.5,15,15,"0.5",0,15,0,0,15,15,0,37.5,0,15,15,0,0.5,15,15,0,0,0,37.5,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,0,15,0,0,0,0,15,0,0,0,15,0,0,0,0,0.5,15,0,"0.5",0,15,0,0,15,0.5,0,15,0,0,15,0,0.5,15,0,0,0,0,62.5,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,0,15,0,0,0,0,15,0,0,0,15,0,0,0,0,15,15,15,"0.5",0,15,0,0,15,0,0,15,0,15,15,0,15,15,0,0,0,0,37.5,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,15,15,"0",0,15,0,0,15,15,0,37.5,0,0,37.5,0,0,37.5,0.5,0,15,0,37.5,0,0,0,0,0,0,0,0,15,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,0,0.5,0,0,0,0,15,0,0,0,15,0,0,0,0,0.5,15,0.5,"15",0,15,0,0,15,15,0,37.5,15,15,37.5,0,0.5,37.5,15,0,0,0,62.5,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,0,15,0,0,0.5,0,15,0,0,0,15,0,0,0,0,15,15,15,"15",0,15,0,0,15,15,0,15,0,15,15,0,15,15,0,0,0,0,37.5,0,0,0,0,0,0,0,0,37.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,0,15,0,0,0,0,15,0,0,0,15,0,0,0,0,15,37.5,15,"15",0,15,0,0,15,15,0,15,0,15,37.5,0,0,15,0,0,0.5,0,62.5,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,0,0,0,0,0,0,37.5,0,0,0,15,0,0,0,0,0,15,0,"15",0,37.5,0,0,15,0,0,0.5,0,15,15,0,0,15,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,15,0,"0.5",0,15,0,0,15,0,0,15,0,37.5,15,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,15,0,"0.5",0,15,0,0,15,0,0,15,0,37.5,15,0,0,15,0,0.5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,0,0,0,0,0,0,15,0,0,0,0.5,0,0,0,0,0.5,15,0,"15",0,15,0,0,15,0,0,15,0,37.5,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,15,0,0,0,0.5,0,0,0,0,15,15,0,"15",0,15,0,0,15,0.5,0,15,15,15,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0,15,0,0,0,0,15,0,0,0,15,0,0,0,0,15,15,0,"0.5",0,15,0,0,15,0.5,0,15,0,15,15,0,15,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,0,0,0,0,0.5,0,15,0,0,0,15,0,0,0,0,15,15,0,"0.5",0,15,0,0,15,0.5,0,15,0,15,15,0,0,37.5,0,0,0,0,15,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,0,0,0,0,0,0,15,0,0,0,0.5,0,0,0,0,15,15,0,"0.5",0,15,0,0,15,0.5,0,15,0,37.5,15,0,0,15,15,0,0,0,15,0,0,0,0,0,0,0,0,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0.5,15,0,"15",0,15,0,0,15,0,0,15,0,15,15,0,0,15,0.5,15,0,0,37.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0.5,15,0,"15",0,15,0,0,15,0.5,0,15,0,37.5,15,0,0,15,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,0,15,0,0,0,0,15,0,0,0,15,0,0,0,0,15,15,0,"15",0,15,0,0,37.5,0.5,0,15,15,15,15,0,15,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,0,0,0,0,0.5,0,15,0,0,0,15,0,0,0,0,15,15,0,"0",0,15,0,0,15,0.5,0,15,0.5,15,15,0,0,37.5,15,0,0,0,15,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0.5,15,0,"15",0,15,0,0,15,0.5,0,15,0,37.5,15,0,0,15,0.5,15,0,0,37.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,0,0,0,0,15,0,15,0,0,0,15,0,0,0,0,15,15,0,"15",0,15,0,0,37.5,0.5,0,15,15,37.5,15,0,15,37.5,0.5,0,0,0,15,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,15,0,"0",0,15,0,0,0,0.5,0,62.5,0,0,0,0,0.5,15,15,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,15,15,0,"0.5",0,37.5,0,0,0,0.5,0,37.5,0,15,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,0,0.5,0,0,0,0,0,0,0,0,37.5,0,0,0,15,15,37.5,0,"0",0,15,0,0,0,15,0,37.5,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,37.5,37.5,0,"0",0,15,0,0,0,15,0,15,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0.5,15,15,15,"0.5",0,15,0,0,0,0.5,0,15,0,0,0,0,15,15,37.5,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,0,15,0,0,0,0,0,0,0,0,37.5,0,0,0,0,15,15,0,"0",0,15,0,0,0,15,0,15,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,0,15,0,0,0,0,0,0,0,0,37.5,0,0,0,0,15,15,0,"0",0,15,0,0,0,15,0,15,0,0,0,0,0.5,15,15,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,0,0.5,0,0,0,0,0,0,0,0,37.5,0,0,0,0,15,15,0,"15",0,15,0,0,0,15,0,62.5,0,0,0,0,0.5,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,0,0.5,0,0,0,0,0,0,0,0,15,0,0,0,0,15,15,15,"15",0,15,0,0,0,15,0,62.5,0,15,15,0,0.5,15,15,0,0,0,0,0,0,0,0,0,0,0,37.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,0,15,0,0,0,0,0,0,0,0,37.5,0,0,0,15,15,37.5,0,"0.5",0,15,0,0,0,15,0,37.5,0,0,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,0,15,0,0,0,0,0,0,0,0,37.5,0,0,0,0.5,15,37.5,15,"15",0,15,0,0,0,15,0,37.5,0,0,0,0,15,15,37.5,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,0,15,0,0,0,0,0,0,0,0,37.5,0,0,0,0,15,15,0.5,"15",0,15,0,0,0,15,0,62.5,0,0,0,0,15,37.5,15,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,0,15,0,0,0,0,0,0,0,0,37.5,0,0,0,15,15,37.5,15,"15",0,15,0,0,0,15,0,62.5,0,15,15,0,15,37.5,37.5,0,0.5,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,0,15,0,0,0,0,0,0,0,0,37.5,0,0,0,0,15,15,15,"15",0,15,0,0,0,15,0,62.5,0,0,0,0,15,37.5,15,0,0,0,0,0,0,0,0,0,0,0,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,0,0.5,0,0,0,0,15,0,0,0,15,0,0,0,0,0.5,15,15,"0.5",0,15,0,0,15,15,0,37.5,0,0,15,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,0,0,0,0,0,0,15,0,0,0,37.5,0,0,0,0,15,15,15,"0.5",0,0.5,0,0,15,15,0,37.5,0,0,15,0,0.5,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,15,15,15,"0.5",0,15,0,0,0,0.5,0,15,0,0,15,0,15,15,37.5,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,0,0,0,0,0,0,15,0,0,0,37.5,0,0,0,0,0,15,0,"0",0,0.5,0,0.5,0,0.5,0,15,0,0,15,0,15,15,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,15,0.5,15,"0",0,15,0,0,0.5,15,0,37.5,0,0,0.5,0,15,15,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,15,15,15,"0",0,15,0,0,15,0.5,0,15,0,0,0.5,0,15,15,15,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,0,0,0,0,0,0,15,0,0,0,37.5,0,0,0,0,15,15,0.5,"0",0,15,0,0.5,15,0.5,0,37.5,0,0,0,0,15,15,37.5,0,0,0,0,0,0,0,0,0,0,0,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,0,0,0,0,0,0,15,0,0,0,37.5,0,0,0,0,0,15,0.5,"0.5",0,15,0,0,0,15,0,37.5,0,0,0,0,0.5,15,62.5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,0,0.5,0,0,0,0,15,0,0,0,37.5,0,0,0,0,15,15,15,"0.5",0,15,0,0,15,15,0,15,0,0,15,0,15,15,37.5,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,0,0,0,0,0,0,15,0,0,0,37.5,0,0,0,0,15,15,15,"15",0,15,0,0.5,15,15,0,15,0,0,15,0.5,15,15,62.5,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,15,15,15,"0",0,15,0,0.5,15,15,0,15,0,0,15,0,15,15,15,0,0,0,15,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,15,0,0,0,37.5,0,0,0,0,15,15,0.5,"0.5",0,15,0,0.5,15,15,0,37.5,0,0,15,0,15,15,37.5,0,0,0,0.5,0,0,0,0,0,0,0,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0.5,0,0,0,0,15,0,0,0,62.5,0,0,0,0,15,15,15,"15",0,15,0.5,0.5,15,15,0,37.5,0,0,15,0.5,15,15,37.5,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0.5,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,15,0,0,0,37.5,0,0,0,0,15,15,15,"0.5",0,15,0,0.5,15,15,0,37.5,0,0,15,0.5,15,15,15,0,0,0,0.5,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0,0,0,0,0,0,0.5,0,0,0,15,0,0,0,0,15,0.5,0,"0",0,15,0,0.5,15,15,0,37.5,0,0,0,0,15,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0.5,0,0,0,15,0,0,0,0,15,0,0,"0.5",0,15,0,0,0,0.5,0,62.5,0,0,15,0,15,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0.5,0,0,0,15,0,0,0,0,37.5,0,0,"0.5",0,15,0,0.5,0,15,0,37.5,0,0,0,0,15,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,15,15,0,"0",0,15,0,0,15,15,0,37.5,15,0,15,0,0,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,"0",0,37.5,0,0,0,15,0,15,0,0,15,0,15,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,15,0.5,0,"0",0,15,0,0,15,0.5,0,37.5,0,0,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0.5,0,0,0,62.5,0,0,0,0,15,0.5,0,"0.5",0,37.5,0,0,15,15,0,15,0,0,15,0,15,37.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,15,15,0,"0",0,37.5,0,0,15,15,0,37.5,0,0,0.5,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,15,15,0,"0.5",0,15,0,0.5,15,15,0,37.5,0,0,15,0,15,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,37.5,0,0,"0.5",0,15,0,0.5,15,15,0,62.5,15,0,15,0,15,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,0,0,0,0,0,0,0.5,0,0,0,62.5,0,0,0,0,15,0,0,"0",0,37.5,0,0,15,15,0,15,0,0,15,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,0,0,0,0,0,0,0.5,0,0,0,62.5,0,0,0,0,15,15,0,"0.5",0,37.5,0,0,15,15,0,37.5,0,0,15,0,15,37.5,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,0,0.5,0,0,0,0,15,0,0,0,15,0,0,0,0,15,0.5,0,"0.5",0,15,0,0.5,15,15,0,62.5,15,0,15,0,15,37.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,0,0,0,0,0,0,15,0,0,0,62.5,0,0,0,0,15,15,0,"0.5",0,62.5,0,0,15,15,0,62.5,0,0,15,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0.5,0,0,0,15,0,0,0,0,15,15,0,"0",0,37.5,0,0,15,15,0,37.5,15,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
